RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
72867,NIEMI NO.4,NA,NA,NA,SD00623,-103.528333,45.635,NA,HARDING,TRIB-S FORK GRAND RIVER,NONE,NA,JOHN NIEMI,P,USDA NRCS,N,RE,X,U,S,1954,NA,300,19,19,19,19,630,61,48,61,NA,NA,S,NR,NA,0,Y,DENR,U,0,NA,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,SD,SD,18-Jun-18,NA,Dusty Johnson (R),R,SD00,NA,0,Y,Y,Y,Y,NA
8927,GIBSONTON (NE),NA,NA,NA,FL10037,-82.370003,27.870001,"S14, T30S, R19E",HILLSBOROUGH,ARCHIE CREEK,GIBSONTON,0,CARGILL FERTILIZER  INDUSTRIES INC.,P,NA,N,OTRE,NA,NA,T,NA,NA,5966,100,105,95,105,NA,2454.74,1944,2454.74,181,0.78,S,N,NA,0,Y,NA,C,64,NA,7844711,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,FL,FL,3-Aug-18,NA,Ross Spano (R),R,FL15,NA,0,Y,Y,Y,Y,NA
14550,CYPRESS ROAD LAKE DAM,NA,NA,NA,GA07109,-83.296333,31.664583,NA,IRWIN,NA,NA,0,UNKNOWN,X,UKNOWN,N,RE,X,U,O,NA,NA,NA,11,NA,NA,11,NA,84,34,84,NA,NA,L,NR,NA,5,Y,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Austin Scott (R),R,GA08,NA,0,Y,Y,Y,Y,NA
54193,ROCK CREEK 11-A,NA,0,NA,NE00778,-96.28317046,40.20326042,NES27T3R10E,PAWNEE,TR-ROCK CREEK,STEINAUER,NA,NEMAHA NATURAL RESOURCES DISTRICT,L,USDA NRCS,N,RE,HEK,SK,C,1969,NA,770,34,36,33,36,1016,401,59,401,10,1.3,L,NR,6/14/16,5,Y,NE DNR,U,0,U,44791,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
88325,DUNKIRK,NA,NA,NA,WI00118,-89.21,42.88,NA,DANE,YAHARA RIVER,DUNKIRK,0,DUNKIRK DAM LAKE DISTRICT,P,NA,N,ERPG,HEZ,SZ,HR,1915,NA,800,20,22.4,11,22.4,4626,NA,270,270,70,414,L,NR,9/25/17,3,Y,WIDNR,C,55,T1;L2;,0,0,0,0,NA,NA,NA,FERC,FERC,NA,NA,NA,FERC,WI,5-Aug-18,NA,Mark Pocan (D),D,WI02,NA,1,Y,Y,Y,Y,25-Jan-17
33397,MITCHELL DAM,TERRITORIAL ROAD DAM,NA,NA,MI04024,-85.339073,42.30862,"S10, T02S, R09W",KALAMAZOO,TRIB TO KALAMAZOO RIVER,GALESBURG,5,MICH. DEPT. OF MILITARY & VET. AFRS,S,NA,N,RE,NA,NA,R,1996,NA,825,8.8,8.8,7.25,8.8,218,170,85,170,37,1.67,L,NR,NA,5,N,NA,U,103,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MI,MI,4-Jun-18,NA,Fred Upton (R),R,MI06,NA,0,N,N,N,N,NA
55438,STUDEBAKER DAM,NA,NA,NA,NE02381,-96.7156928,40.99191647,SWS23T12R6E,LANCASTER,TR-LITTLE SALT CREEK,LINCOLN,NA,STUDEBAKER FARMS INC,P,USDA NRCS,N,RE,HEK,SK,CO,1993,NA,273,26,30,23,30,170,80,30,80,9,0.2,L,NR,5/15/14,5,Y,NE DNR,U,0,U,17900,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Jeff Fortenberry (R),R,NE01,NA,0,Y,Y,Y,Y,NA
23271,NA,KSNONAME 1345,NA,NA,KS01345,-96.801611,39.845703,"30,2S, 6E",MARSHALL,WALNUT CREEK-TR,WATERVILLE,NA,"MARSHALL COUNTY SCD; SEDLACEK, C",L,STATE,N,RE,X,U,D,1970,NA,NA,34,NA,NA,34,NA,137,58,137,NA,NA,L,NR,NA,0,Y,KS DEPT. OF AGRICULTURE,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,Y,Y,Y,Y,NA
20496,HORSESHOE LAKE DAM,HORSESHOE LAKE,NA,NA,IL50097,-89.32759,37.10789,21;16S;2W;3,ALEXANDER,LAKE CREEK,MILLER CITY,0.1,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,S,NA,N,RE,X,U,R,1950,NA,NA,10,NA,NA,10,NA,500,6615,6615,NA,NA,L,N,1/23/13,5,Y,IDNR,U,0,U,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IL,IL,23-Jul-18,NA,Mike Bost (R),R,IL12,NA,0,Y,Y,Y,Y,NA
56379,HAYES COUNTY ROAD DAM 2,NA,NA,NA,NE08493,-101.027918,40.55590255,SES23T7R33W,HAYES,LITTLE BLACKWOOD CREEK,NONE,0,HAYES COUNTY,L,UNKNOWN,N,RE,HE,SZ,CO,1960,NA,1200,32,32,32,32,NA,554.6,8.1,554.6,3.9,35.43,L,NR,6/19/18,10,Y,NE DNR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
54934,UPPER MEDICINE CREEK 410,NA,0,NA,NE01621,-100.6459722,40.64051204,NWS29T8R29W,FRONTIER,N BRUSHY CREEK,CURTIS,NA,MIDDLE REPUBLICAN NATURAL RESOURCES DISTRICT,L,USDA NRCS,N,RE,HEK,SK,C,1976,NA,975,69,70,68,70,19909,5997,17,5997,5,33.7,S,NR,6/12/18,3,Y,NE DNR,U,0,U,144362,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
73516,PETERSEN NO. 1,NA,NA,NA,SD01280,-100.65,43.513333,NA,MELLETTE,TRIB. LITTLE WHITE RIVER,NONE,0,ENIER PETERSEN,P,NA,N,RE,X,U,PR,1960,NA,30,26,26,26,26,250,17,4,17,NA,NA,L,NR,NA,0,Y,DENR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SD,SD,18-Jun-18,NA,Dusty Johnson (R),R,SD00,NA,0,Y,Y,Y,Y,NA
20225,SULLIVAN LAKE DAM,SULLIVAN LAKE,NA,NA,IL01187,-90.44311,40.22906,19;3N;1E;4,FULTON,TRIB GAINES BRANCH,RAY,2,JOHN TRASKA,P,UNKNOWN,N,RE,X,U,R,1965,NA,300,34,NA,NA,34,NA,75,57,75,NA,NA,L,N,7/21/15,5,Y,IDNR,U,34,U,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IL,IL,23-Jul-18,NA,Cheri Bustos (D),D,IL17,NA,0,Y,Y,Y,Y,NA
9512,GROVE RIVER WS STR # 15,NA,0,NA,GA00088,-83.637778,34.322778,NA,BANKS,UNKNOWN,GILLSVILLE COMMUNITY,NA,BROAD RIVER S&WCD-WASHINGTON BANKS COUNTY BOARD OF COMMISSIONERS,S,USDA NRCS,N,RE,X,U,C,1969,NA,465,39,NA,33,39,NA,210,30,210,5,550,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Doug Collins (R),R,GA09,NA,0,N,N,N,Y,NA
35236,ROCKY FORK CREEK DAM,ROCKY FORK CREEK DAM,NA,NA,MO10844,-92.30871171,39.07500171,NA,BOONE,ROCKY FORK CREEK,MCBAINE,15,MO DEPT OF CONSERVATION,S,NA,N,RE,X,U,OR,1965,NA,NA,15,15,NA,15,NA,441,275,441,55,55,L,NR,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Vicky Hartzler (R),R,MO04,NA,0,N,N,N,N,NA
16762,TWELVE MILE CREEK WATERSHED SITE 67,TWELVE MILE CREEK 67,0,NA,IA01992,-94.28610229,41.07970047,",SE,S34,T073N,R30W",UNION,TR-TWELVE MILE CREEK,AFTON,NA,UNION COUNTY SWCD,L,USDA NRCS,N,RE,HZ,SZ,PC,1979,NA,320,28,NA,NA,28,NA,50,28,50,3.1,0.21,L,NR,NA,0,Y,IOWA DNR,U,0,U,15710,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,Cindy Axne (D),D,IA03,NA,0,Y,Y,Y,Y,NA
70205,RAY CAMPBELL DAM,NA,SCNONAME 02052,NA,SC00333,-81.81490761,33.41012258,NA,AIKEN,TOWN CREEK,NA,0,"BRIAN H GILL ETAL;THOMAS R WILLIAMS, ELIZABETH H BENNETT ET AL",P,NA,N,RE,XZ,UZ,R,1968,NA,735,19,NA,NA,19,NA,206,86,206,24,NA,L,NR,8/16/17,5,Y,SC DHEC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SC,SC,17-Aug-18,NA,Joe Wilson (R),R,SC02,NA,0,Y,Y,Y,Y,NA
11006,LOWER BOND LAKE DAM,NA,NA,NA,GA01902,-84.028611,33.713889,NA,ROCKDALE,HAMMOCK CREEK,IRWIN BRIDGE COMMUNITY,0,"BOND, ROY M.",P,"MR. BOND, SR.",N,RE,X,U,R,1956,NA,600,19,NA,NA,19,NA,84,69,84,10,NA,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Henry C. â€œHankâ€ù Johnson Jr. (D),D,GA04,NA,0,N,Y,N,Y,NA
36623,HICKMAN LAKE DAM,HICKMAN LAKE DAM,NA,NA,MO20339,-93.8136738,37.7495411,NA,CEDAR,TR-STOCKTON BRANCH,CAPLINGER MILLS,4,KENTON HICKMAN,P,NA,N,RE,X,U,P,1973,NA,NA,25,25,NA,25,NA,147,92,147,11,150,L,NR,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Vicky Hartzler (R),R,MO04,NA,0,N,N,N,N,NA
45410,MS06560 LAKE DAM,NA,NA,NA,MS06560,-88.9195735,31.92921388,13,JASPER,NA,NA,0,NA,P,NA,N,RE,NA,NA,R,NA,NA,NA,35,NA,NA,35,NA,307,100,307,10.6,NA,U,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Michael Guest (R),R,MS03,NA,0,Y,Y,Y,Y,NA
35754,EBELINE LAKE DAM,EBELINE LAKE DAM,NA,NA,MO11514,-91.85760908,40.3234215,NA,CLARK,TR-LITTLE WYACONDA RIVER,LAGRANGE,0,ROBERT EBELINE,P,NA,N,RE,X,U,R,1977,NA,NA,25,25,NA,25,NA,40,25,40,3,27,L,NR,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
86111,FIVE FORKS DAM # 1,NA,NA,NA,VA111013,-78.4579,36.8944,NA,LUNENBURG,NA,NA,0,ROBERT FOLEY,P,NA,N,NA,NA,NA,NA,NA,NA,NA,21.2,21.2,21.2,21.2,NA,56.81,0,56.81,6.7,NA,U,N,NA,1,Y,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,Denver Riggleman (R),R,VA05,NA,0,Y,Y,Y,Y,NA
22858,NA,KSNONAME 932,NA,NA,KS00932,-95.668499,39.458986,"7,7S, 16E",JACKSON,ELK CREEK-TR,LARKINBURG,NA,"BERGSTEN, MILTON",P,USDA NRCS,N,RE,X,U,P,1965,NA,NA,27,NA,NA,27,NA,44,27,44,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,0,X,10833,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,"Steven C. Watkins, Jr. (R)",R,KS02,NA,0,N,N,N,N,NA
78154,MUKEWATER CREEK WS SCS SITE 9 DAM,NA,0,NA,TX02166,-99.203798,31.693458,NA,COLEMAN,TR-EAST FORK MUKEWATER CREEK,NONE,NA,CENTRAL COLORADO SWCD;COLEMAN COUNTY;,L,USDA NRCS,N,RE,X,U,CP,1960,NA,2265,26,26,26,26,NA,1827,119,1827,21,4.02,NA,NR,5/29/13,0,Y,TCEQ,N,0,S1,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,K. Michael Conaway (R),R,TX11,NA,0,Y,Y,Y,Y,NA
69490,WHITETAIL C,NA,NA,NA,PA01848,-77.9325,39.735,MONTGOMERY TOWNSHIP,FRANKLIN,TR LICKING CREEK,NA,0,WHITETAIL MOUNTAIN RESORT,P,NA,N,RE,XZ,UZ,R,NA,NA,419,23,NA,NA,23,NA,NA,0,0,NA,0.281,S,N,6/26/17,2,Y,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,PA,PA,27-Jul-18,NA,John Joyce (R),R,PA13,NA,0,Y,Y,Y,Y,NA
78397,JUAN G BENAVIDES LAKE DAM,NA,NA,NA,TX02411,-99.096887,26.773592,NA,ZAPATA,TR-ARROYO MIGUEL,NA,0,JUAN BENAVIDES,P,NO DATA FOR ORIGINAL DESIGNER,N,RE,X,U,R,1969,NA,1125,14,14,14,14,NA,207,130,207,27,NA,NA,NR,NA,0,N,TCEQ,N,0,X1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Henry Cuellar (D),D,TX28,NA,0,Y,Y,Y,N,NA
8245,MILLSBORO POND DAM,NA,NA,NA,DE00018,-75.29099,38.59448,NA,SUSSEX,MIREY BRANCH,MILLSBORO,0,DELDOT; DNREC DFW,S,NA,N,PGRE,X,U,FR,1920,NA,425,15.13,NA,NA,15.13,1190,336,0,336,183.65,61.5,H,Y,5/8/17,1,Y,DNREC,C,175,S2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,DE,DE,30-Jul-18,NA,Lisa Blunt Rochester (D),D,DE00,NA,0,Y,Y,Y,Y,1-Mar-16
19981,LAKE NORMANDY DAM,LAKE NORMANDY,NA,NA,IL00894,-88.92578,38.38796,1;2S;2E;3,JEFFERSON,TRIB LIMESTONE CREEK,MOUNT VERNON,7,ALFRED BODINE,P,UNKNOWN,N,RE,X,U,R,1969,NA,550,19,NA,NA,19,NA,106,58,106,NA,NA,L,N,7/12/17,5,Y,IDNR,U,90,U,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IL,IL,23-Jul-18,NA,Mike Bost (R),R,IL12,NA,0,Y,Y,Y,Y,NA
46180,EVA MURPHY #4,NA,NA,NA,MT00160,-108.8275,47.2126,S19 17N 23E,FERGUS,TR-SOUTH FORK BEAR CREEK,MOSBY,NA,JAMES E. & JOYCE E. MURPHY,P,USDA NRCS,N,RE,NA,NA,P,1960,NA,375,20,NA,20,20,500,117,50,117,NA,1.56,L,NR,NA,0,Y,DNRC,U,10,NA,0,0,0,0,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,NA,MT,MT,17-Jul-18,NA,Greg Gianforte (R),R,MT00,NA,0,Y,Y,Y,Y,NA
73039,SD NONAME 52,NA,NA,NA,SD00798,-101.935,44.176667,NA,HAAKON,TR-BAD RIVER,PHILIP,NA,HERB SEILER,P,USDA NRCS,N,RE,X,U,S,1958,NA,450,24,24,24,24,630,77,40,77,NA,NA,L,NR,NA,0,Y,DENR,U,0,NA,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,SD,SD,18-Jun-18,NA,Dusty Johnson (R),R,SD00,NA,0,Y,Y,Y,Y,NA
31856,WAVERLY AVENUE,UPPER DAM,NA,NA,ME00111,-69.3869,44.7947,NA,SOMERSET,SEBASTICOOK RIVER,PITTSFIELD,1,"TOWN OF PITTSFIELD, ME",L,NA,N,CNPG,NA,NA,H,1893,1970,272,11,NA,NA,11,400,2550,2550,2550,850,313,S,Y,9/26/17,1,N,NA,U,183,NA,0,0,0,0,NA,NA,NA,FERC,FERC,NA,NA,NA,FERC,ME,5-Aug-18,NA,Jared F. Golden (D),D,ME02,NA,1,N,N,N,N,21-May-15
68596,LAUREL RUN NO 2,NA,NA,NA,PA00550,-75.8175,41.24805556,PLAINS TOWNSHIP,LUZERNE,LAUREL RUN,NA,0,DCNR,S,NA,N,MSST,XZ,UZ,R,1885,NA,298,37,NA,NA,37,NA,122,107,122,6,8.5,H,Y,12/6/17,1,Y,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,PA,PA,27-Jul-18,NA,Matt Cartwright (D),D,PA08,NA,0,Y,Y,Y,Y,12-Dec-06
18752,SOAP CREEK WATERSHED SITE 4-114,SOAP CREEK PT 18A,0,NA,IA04116,-92.71917,40.88389,"NE,NE,S8,T70N,R16W",APPANOOSE,TRIB TO BUZZARD CREEK,ELDON,NA,JOE HAYES AND SOAP CREEK WATERSHED BOARD,L,USDA NRCS,N,RE,HEK,SK,C,2009,NA,590,26,NA,NA,26,96,68,18,68,4,0.247,L,NR,NA,0,Y,IOWA DNR,U,12,X,25102,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,David Loebsack (D),D,IA02,NA,0,Y,Y,Y,Y,NA
66499,OVERHOLT DARREL W,NA,OVERHOLT DARREL W.,NA,OK21933,-97.08462913,36.20352595,15,PAYNE,BOONER CR,NA,0,DAVID R & PAMELA G JINKS,P,NA,NA,RE,HEZ,SZ,C,1978,NA,NA,15,15,7,15,NA,90,45,90,7,NA,L,NR,12/3/03,5,Y,OWRB,C,1,V: 1;,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Frank D. Lucas (R),R,OK03,NA,0,Y,Y,Y,Y,NA
53784,DOMINY DAM,NA,NA,NA,NE00334,-95.98862728,40.43308144,NWS5T5R13E,NEMAHA,TR-HOUCHEN CREEK,BROCK,NA,T & K FARMS,P,USDA NRCS,N,RE,HEK,SZ,P,1958,NA,470,25,25,25,25,357,85,35,85,6,0.8,L,NR,3/22/17,5,Y,NE DNR,N,0,X,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
88900,BIRON,NA,NA,NA,WI00815,-89.78116,44.43099,"S34, T23N, R6E",WOOD,WISCONSIN,BIRON,0,CONSOLIDATED WATER POWER,U,NA,NA,OTPG,X,U,CHR,1887,1936O,18177,32,32,24,32,167100,22680,16300,22680,2126,5341,H,Y,NA,0,N,NA,C,0,NA,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,WI,WI,27-Jul-18,NA,Ron Kind (D),D,WI03,NA,0,N,N,N,N,NA
35083,WESTFALL TRUCK INC LAKE DAM,WESTFALL TRUCK INC LAKE DAM,NA,NA,MO10607,-94.25596393,39.43319895,NA,CLAY,TR-CARROLL CREEK,MOSBY,10,GMC WESTFALL TRUCK INC,P,NA,N,RE,X,U,P,1969,NA,NA,26,26,NA,26,NA,209,120,209,15,95,L,NR,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
62087,RED HILL FARM DAM NO. 4,NA,NA,NA,OH02811,-81.36472222,40.13666667,NA,GUERNSEY,TRIBUTARY TO BRUSHY FORK,ANTRIM,1.1,RED HILL FARM TRUST,P,"BAIR, GOODIE & ASSOC",NA,RE,NA,NA,I,1994,NA,315,39.6,NA,NA,39.6,23,50.2,27.1,50.2,2.6,0.03,L,Y,9/29/17,5,Y,DEPARTMENT OF NATURAL RESOURCES,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OH,OH,3-Jul-18,NA,Bill Johnson (R),R,OH06,NA,0,Y,Y,Y,Y,NA
79026,MOODY LAKE DAM,NA,NA,NA,TX03067,-96.111348,30.535973,NA,GRIMES,TR-GIBBONS CREEK,NA,0,JOHN MOODY,P,NO DATA FOR ORIGINAL DESIGNER,N,RE,X,U,R,1958,NA,580,10,10,10,10,NA,90,30,90,10,NA,NA,NR,NA,0,N,TCEQ,N,0,X1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Kevin Brady (R),R,TX08,NA,0,Y,Y,Y,N,NA
59393,GOSHEN RESERVOIR #1 DAM,PROSPECT RESERVOIR,NA,NA,NY00488,-74.33333333,41.38333333,NA,ORANGE,TR-RIO GRANDE CREEK,GOSHEN,0,VILLAGE OF GOSHEN,L,NA,NA,RE,NA,NA,S,1963,NA,575,37,NA,NA,37,NA,867,704,867,66,0.59,H,Y,3/15/16,2,Y,NYS DEC,U,25,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NY,NY,18-May-18,NA,Sean Patrick Maloney (D),D,NY18,NA,0,Y,Y,Y,Y,24-Jan-17
52773,STROH FISH DAM; ELIZABETH,NA,NA,NA,ND00252,-102.90809,47.23213,S01; T143N; R097W,DUNN,KNIFE-TR,N,NA,ELIZABETH STROH,P,USDA NRCS,N,RE,HEZ,SZ,P,1970,NA,396,25,NA,NA,25,NA,50,34.2,50,5,0.28,L,NR,NA,0,N,NDSWC,U,50,V1,11797,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,27-Aug-18,NA,Kelly Armstrong (R),R,ND00,NA,0,N,Y,Y,Y,NA
63425,SCS-CANE CREEK SITE-29,NA,SCS-CANE CREEK SITE-29,NA,OK01337,-95.616562,35.696752,16,MUSKOGEE,TR-CLOUD CREEK,TAFT,NA,MUSKOGEE CO CONS DIST,S,USDA NRCS,N,RE,HEZ,SZ,C,1966,NA,3600,36,36,36,36,966,1203,127,1203,26,NA,L,NR,1/1/80,5,Y,OWRB,C,1,V: 1;,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Markwayne Mullin (R),R,OK02,NA,0,Y,Y,Y,Y,NA
56217,VYHNALEK DAM,NA,NA,NA,NE04551,-96.998039,40.8754,SWS32T11R4E,SEWARD,TR-MIDDLE CREEK,NONE,0,WARREN & SANDRA J VYHNALEK,P,UNKNOWN,N,RE,HE,SZ,C,1993,NA,500,31.7,31.7,31.7,31.7,NA,25.8,3.9,25.8,1,0.059,L,NR,4/28/15,5,Y,NE DNR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Jeff Fortenberry (R),R,NE01,NA,0,Y,Y,Y,Y,NA
48578,TOWE FARMS INC #1,NA,NA,NA,MT03034,-106.1756,47.7111,S35 23N 43E,MCCONE,TR-SOUTH FORK ROCK CREEK,NONE,NA,TOWE FARMS INC,P,USDA NRCS,N,RE,NA,NA,P,1969,NA,300,16,NA,16,16,400,56,24,56,NA,1.56,L,NR,NA,0,Y,DNRC,NA,40,NA,0,0,0,0,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,NA,MT,MT,17-Jul-18,NA,Greg Gianforte (R),R,MT00,NA,0,Y,Y,Y,Y,NA
25759,NA,KSNONAME 3869,NA,NA,KS03869,-96.5296268,37.82026047,"4,26S, 8E",BUTLER,SILVER CREEK-TR,NA,NA,UNKNOWN,X,USDA NRCS,N,RE,X,U,P,1950,NA,800,20,NA,NA,20,NA,171,133,171,NA,NA,L,NR,NA,0,Y,KS DEPT. OF AGRICULTURE,U,0,X,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Ron Estes (R),R,KS04,NA,0,Y,Y,Y,Y,NA
29322,NEWBURGH LOCKS & DAM,NA,NA,NA,KY03059,-87.375,37.928329,NA,HENDERSON,OHIO RIVER,NEWBURGH,1,CELRL,F,CELRL,N,PGCN,NA,NA,NRS,1975,NA,2660,NA,57,48,57,127000,581600,455800,581600,16390,97690,S,Y,6/27/17,5,N,NA,N,0,TAINTER/RADIAL,0,2,1200,110,CE,CE,CE,CE,CE,CE,CE,CE,CE,KY,30-Sep-18,NA,James Comer (R),R,KY01,NA,0,N,N,N,N,14-Sep-17
43859,MS04516 LAKE DAM,NA,NA,NA,MS04516,-88.38815,34.1149,19,ITAWAMBA,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,21,NA,NA,21,NA,102,69,102,7,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Trent Kelly (R),R,MS01,NA,0,Y,Y,Y,Y,NA
79507,HIGHWAY LAKE DAM C,NA,NA,NA,TX03577,-94.618238,32.501397,NA,HARRISON,TR-CLARKS CREEK,NA,0,BYRON GRIMM,P,NO DATA FOR ORIGINAL DESIGNER,N,RE,X,U,R,1956,NA,550,20,20,20,20,2834,150,100,150,16,NA,NA,Y,6/2/10,0,N,TCEQ,U,120,U2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Louie Gohmert (R),R,TX01,NA,0,Y,Y,Y,N,7-Jan-11
