st_abbv,state,strucnum,rectype,nicarid,rtsigprf,deslev,rtnum,dirsuff,hwyagncy,cnty,place,feature,strcture,location,invrte,milept,kmpt,basehwy,lrsnvrte,subrtnum,latitude,latmap,longtude,longmap,bylength,toll,mainresp,owner,funclass,year,laneson,lanesun,avgday,avdayno,yravg,designld,approw,apprdno,brimed,skew,strucflr,rail,transit,appguard,guardend,histsig,navcont,vertclr,vertclno,horclear,horclno,strcstat,onserve,undserve,material,construc,materal2,contruc2,numspan,mnspno,numapp,appno,tothorcl,tothorno,maxspan,maxsplgt,strlengt,strlngno,leftwalk,lftwlkno,ritewalk,rtwalkno,roadwid,rdwidno,deckwid,dckwdno,minverto,mvcono,refeat,minvertu,mvcuno,reffeat2,minlatu,mlcurno,minlatl,mlculno,deck,super,substruc,channel,culvert,mthdoprt,oprat,opratno,mthinvrt,invrat,invratno,strceval,deckgeo,undclear,bripost,waterade,rdalign,typeprop,doneby,length,lengno,inspdate,inspmnth,inspyear,inspfreq,inspfrno,critfrac,critund,critoth,critfrdt,critundt,crtothdt,brdimpro,brdgimno,rdimprov,rdimpno,totlcost,totcstno,impcstyr,ngbrstcd,pcntresp,bordbrno,strahwy,parstruc,dirtraf,tempdes,highinv,fedlndhy,yrrecnst,decktype,typewear,membrane,deckpro,avtraff,avtrafno,desnet,pierpro,nbisleng,scour,futdaily,futdlyno,futyear,minnav,minnavno,fedind,wahquse,stat,aster,suffrate,suffrtno,stat2,bridgecond,bridgecondcd
MI,265,000000000002947,1,2650000000000029471,2,1,00002,0,01,053,82800,DIVERSION DITCH,US-2,1.75 MI W OF WAKEFIELD,3048,0017501,17.501,1,0000014760,01,46284548,46.4793,089583157,-89.975436,002,3,01,01,02,1946,04,00,005387,5387,2007,5,2440,244,0,47,0,N,N,1,1,5,0,0000,0,00000,0,A,1,5,1,04,0,00,001,1,0000,0,237,23.7,00106,10.6,000106,10.6,000,0,000,0,0238,23.8,0457,45.7,9999,99.99,N,0000,0,N,999,99.9,000,0,7,6,6,7,N,0,541,54.1,0,324,32.4,6,9,N,5,7,7,37,1,NA,NA,0817,08,17,24,24,N,N,N,NA,NA,NA,000019,19,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,0,1962,1,6,0,0,10,10,1,NA,Y,3,008601,8601,2018,NA,NA,2,6050318,NA,NA,995,99.5,0,F,6
NC,374,000000001090270,1,3740000000010902701,2,3,00321,0,12,109,31440,"US321 BUS, NC155",US321 SBL,3.4 MI. S. JCT. SR1262,9999,0000000,0,1,0000000203,21,35245650,35.415694,081123989,-81.211081,000,3,01,01,12,1992,02,02,013500,13500,2013,1,1280,128,1,01,0,1,1,1,1,5,N,0000,0,00000,0,A,6,1,5,02,0,00,003,3,0000,0,116,11.6,00238,23.8,000424,42.4,000,0,000,0,0116,11.6,0125,12.5,9999,99.99,H,0516,5.16,H,049,4.9,000,0,5,7,7,N,N,1,898,89.8,1,445,44.5,7,6,6,5,N,8,NA,NA,NA,NA,0416,04,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,L,1,NA,1,0,0000,1,2,0,1,12,12,1,1,Y,N,027000,27000,2025,0000,0,3,7041117,NA,NA,94,9.4,0,F,5
KS,207,000701005004689,1,2070007010050046891,4,1,07017,0,01,139,00000,PLUMMER CREEK,S CROCO RD     195,0.9S 3.0W 0F OVERBROOK,9999,0000000,0,0,NA,NA,38460902,38.769172,095364304,-95.611956,003,3,02,02,08,1989,02,00,000040,40,2013,0,0610,61,0,00,0,1,0,0,0,5,0,0000,0,00000,0,P,1,5,3,02,0,00,001,1,0000,0,067,6.7,00064,6.4,000069,6.9,000,0,000,0,0068,6.8,0068,6.8,9999,99.99,N,0000,0,N,000,0,000,0,6,6,7,6,N,2,324,32.4,2,198,19.8,5,5,N,5,6,8,NA,NA,NA,NA,0916,09,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,0,N,2,NA,0,0,0000,3,9,0,0,NA,NA,0,NA,Y,5,000048,48,2037,NA,NA,2,0052217,NA,NA,814,81.4,0,F,6
OK,406,249740000000000,1,4062497400000000001,4,1,07501,0,05,149,00000,CREEK,FAS 7501,1.1 S OF SH 152,9999,0019308,19.308,0,NA,NA,35163187,35.275519,098583479,-98.976331,006,3,02,02,07,1998,02,00,000350,350,2016,0,0910,91,0,00,0,0,0,0,0,4,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,075,7.5,00018,1.8,000183,18.3,000,0,000,0,0075,7.5,0078,7.8,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,1,059,5.9,1,354,35.4,7,5,N,5,6,8,31,1,005040,504,0117,01,17,24,24,N,N,N,NA,NA,NA,000257,257,000142,142,000410,410,2015,NA,0,_,0,N,2,NA,0,1,0000,1,6,0,0,15,15,0,1,Y,8,000560,560,2036,0000,0,4,0051618,NA,NA,834,83.4,0,G,7
KY,214,117B00015N,1,214117B00015N1,3,1,00132,0,02,233,00000,BAILEY DITCH,KY-132,1.1 MI S.W. OF JCT KY 56,9999,0027188,27.188,0,NA,NA,37355000,37.597222,087325900,-87.549722,008,3,01,01,07,1941,02,00,000935,935,2012,2,0610,61,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,19,0,00,002,2,0000,0,077,7.7,00003,0.3,000007,0.7,000,0,000,0,0077,7.7,0082,8.2,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,6,6,2,426,42.6,2,318,31.8,6,4,N,5,7,7,NA,NA,000000,0,1116,11,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,18,18,0,NA,Y,8,000935,935,2032,0000,0,2,1051118,NA,NA,819,81.9,0,F,6
TX,486,121020B51609205,1,486121020B516092051,5,1,00000,0,12,203,19750,WHITE OAK BAYOU,PINEMONT ST,0.90 MI E  OF ANTOINE,9999,0005471,5.471,NA,NA,NA,29502730,29.840917,095273229,-95.458969,002,3,04,04,17,1990,04,00,014160,14160,2012,0,1460,146,2,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,003,3,0000,0,073,7.3,00204,20.4,000616,61.6,018,1.8,018,1.8,0145,14.5,0232,23.2,9999,99.99,N,0000,0,N,999,99.9,000,0,7,8,7,7,N,A,444,44.4,A,327,32.7,7,2,N,5,7,8,38,1,006160,616,1215,12,15,24,24,N,N,N,NA,NA,NA,000019,19,000005,5,000024,24,2010,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,8,8,00,0,0,NA,Y,5,015570,15570,2032,NA,NA,4,8050918,NA,NA,763,76.3,2,G,7
KS,207,000390711806800,1,2070003907118068001,4,1,00000,0,05,077,00000,BACHELOR CREEK,MINOR     11.0-B.8,5.0W OF ATTICA,9999,0000000,0,0,NA,NA,37142009,37.238914,098190140,-98.317056,003,3,02,02,08,1915,02,00,000080,80,2013,0,0790,79,0,00,0,0,0,0,0,3,0,0000,0,00000,0,P,1,5,2,01,0,00,002,2,0000,0,076,7.6,00037,3.7,000079,7.9,000,0,000,0,0076,7.6,0082,8.2,9999,99.99,N,0000,0,N,999,99.9,000,0,6,6,6,6,N,2,225,22.5,2,162,16.2,5,6,N,5,5,8,NA,NA,000000,0,0417,04,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,0,_,0,N,2,NA,0,0,0000,1,8,0,0,NA,NA,0,NA,Y,U,000080,80,2037,NA,NA,2,0052217,NA,NA,738,73.8,0,F,6
AK,020,1194,1,02011941,3,1,00850,0,05,261,14110,GILAHINA RIVER,EDGERTON/MCCARTHY,MILE POINT 62.4,9999,0100449,100.449,0,NA,NA,61261700,61.438056,143430700,-143.718611,199,3,01,01,07,1991,01,00,000082,82,2016,0,0550,55,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,3,02,0,00,001,1,0000,0,043,4.3,00012,1.2,000125,12.5,000,0,000,0,0044,4.4,0044,4.4,9999,99.99,N,0000,0,N,999,99.9,000,0,5,5,6,8,N,1,496,49.6,1,229,22.9,5,6,N,1,8,4,31,1,000000,0,0817,08,17,24,24,N,N,N,NA,NA,NA,000168,168,000000,0,000201,201,NA,NA,NA,NA,0,N,3,NA,0,0,0000,8,7,0,0,01,1,0,1,Y,3,000140,140,2035,0000,0,0,2050418,NA,NA,521,52.1,0,F,5
MI,265,000000000009729,1,2650000000000097291,3,1,00078,0,04,155,88400,VERMILLION CREEK,OLD M-78,1.3 MI NE OF CLINTON COL,9999,0002437,2.437,1,0000005524,03,42480696,42.801933,084201655,-84.337931,002,3,01,01,06,2009,02,00,004397,4397,2007,B,1340,134,0,15,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,06,0,00,001,1,0000,0,134,13.4,00235,23.5,000244,24.4,000,0,000,0,0134,13.4,0144,14.4,9999,99.99,N,0000,0,N,999,99.9,000,0,7,9,8,6,N,3,564,56.4,3,383,38.3,8,7,N,5,8,8,NA,NA,NA,NA,0617,06,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,NA,1,1,0,1,01,1,0,NA,Y,5,006400,6400,2029,NA,NA,2,6050318,NA,NA,996,99.6,0,G,7
CA,069,57 0681,A,06957 0681A,1,1,00805,0,NA,073,66000,INTERSTATE 805 & RAMPS,LINDA VISTA RD,11-SD-805-20.69-SD,0762,0002069,2.069,NA,NA,NA,32483194,32.808872,117091386,-117.15385,008,3,NA,NA,11,1972,04,08,193000,193000,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,05,NA,NA,NA,NA,NA,NA,204,20.4,00634,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,NA,NA,1,NA,NA,NA,NA,NA,NA,05,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0,6060118,NA,NA,NA,NA,NA,NA,NA
KS,207,000000000780360,1,2070000000007803601,4,1,00556,0,05,155,00000,RED ROCK CREEK,RS 556     5902625,2.0N 1.8W OF CASTLETON,9999,0000000,0,0,0000000000,00,37535080,37.897444,098003554,-98.009872,003,3,02,02,07,1959,02,00,000341,341,2006,4,0670,67,0,00,0,1,0,0,0,4,0,0000,0,00000,0,P,1,5,2,01,0,00,005,5,0000,0,073,7.3,00107,10.7,000050,5,000,0,000,0,0073,7.3,0085,8.5,9999,99.99,N,0000,0,N,000,0,000,0,4,4,5,6,N,1,207,20.7,1,126,12.6,4,5,N,5,8,8,31,1,005880,588,0616,06,16,24,24,N,N,N,NA,NA,NA,000400,400,000100,100,000505,505,NA,NA,0,_,0,N,2,NA,0,0,0000,1,6,0,0,11,11,0,1,Y,4,000341,341,2033,0000,0,2,0052217,NA,NA,311,31.1,1,P,4
NC,374,000000000810308,1,3740000000008103081,3,1,01818,0,07,081,31400,DEEP RIVER,SR1818,0.95 MI. S. JCT. SR1850,9999,0000000,0,0,NA,NA,36024713,36.046425,080005199,-80.014442,002,3,01,01,16,1997,02,00,009400,9400,2015,1,0550,55,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,01,0,00,003,3,0000,0,091,9.1,00116,11.6,000341,34.1,000,0,000,0,0091,9.1,0101,10.1,9999,99.99,N,0000,0,N,000,0,000,0,7,7,8,7,N,1,853,85.3,1,508,50.8,7,3,N,5,7,8,NA,NA,NA,NA,0617,06,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,2,6,0,0,06,6,0,1,Y,8,018800,18800,2025,0000,0,3,7050418,NA,NA,799,79.9,2,G,7
WV,543,00000000041A006,1,54300000000041A0061,4,1,00100,0,10,081,00000,CLEAR FORK,CR 1,0.16 MI W OF CR 1/7,9999,0002074,2.074,0,NA,NA,37555358,37.93155,081214464,-81.3624,058,3,01,01,07,1989,02,00,001462,1462,2015,5,0670,67,0,04,0,1,1,1,0,5,0,0000,0,00000,0,A,1,5,4,02,0,00,002,2,0000,0,076,7.6,00147,14.7,000305,30.5,000,0,000,0,0076,7.6,0086,8.6,9999,99.99,N,0000,0,N,999,99.9,000,0,7,8,7,8,N,1,789,78.9,1,472,47.2,7,4,N,5,9,7,NA,NA,000000,0,0617,06,17,48,48,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,0,0,1,05,5,0,NA,Y,8,001842,1842,2035,NA,NA,5,4050318,NA,NA,793,79.3,0,G,7
OH,395,1808532,2,39518085322,1,1,00090,0,NA,035,16000,CR-10 (WEST 73 ST),WEST 73RD ST CR 10,.52 MI E OF JCT SR10,0045,0019903,19.903,NA,NA,NA,41281501,41.470836,081440894,-81.735817,002,3,NA,NA,11,1978,02,10,129223,129223,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,02,NA,NA,NA,NA,NA,NA,299,29.9,00036,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,NA,NA,NA,NA,NA,NA,05,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,9050418,NA,NA,NA,NA,NA,NA,NA
KS,207,000780775005886,1,2070007807750058861,4,1,00000,0,05,155,00000,GAR CREEK,VICTORY RD.12.40,1.5E 0.2N OF HAVEN,9999,0000000,0,0,0000000000,00,37541100,37.903056,097452305,-97.756403,003,3,02,02,09,1968,02,00,000049,49,2006,1,0610,61,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,7,02,0,00,003,3,0000,0,064,6.4,00058,5.8,000018,1.8,000,0,000,0,0065,6.5,0067,6.7,9999,99.99,N,0000,0,N,000,0,000,0,6,6,6,6,N,2,153,15.3,2,009,0.9,2,5,N,2,7,8,31,1,000025,2.5,0816,08,16,24,24,N,N,N,NA,NA,NA,000180,180,000100,100,000285,285,NA,NA,0,_,0,N,2,NA,0,0,0000,8,7,0,0,00,0,0,1,Y,U,000049,49,2033,0000,0,2,0052217,NA,NA,552,55.2,1,F,6
OH,395,7550855,1,39575508551,4,1,T0114,0,07,149,44884,TURNER JOINT DITCH,RUSSIA HOUSTON RD,.5 M.E. RUSSIA ROAD,9999,0000805,0.805,0,NA,NA,40142799,40.241108,084234431,-84.395642,005,3,02,02,09,2006,02,00,000351,351,2015,6,0550,55,0,20,0,0,0,1,1,4,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,073,7.3,00007,0.7,000073,7.3,000,0,000,0,0073,7.3,0073,7.3,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,8,N,6,972,97.2,6,070,7,8,5,N,5,8,8,NA,NA,NA,NA,0317,03,17,12,12,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,6,1,N,07,7,0,NA,Y,8,000487,487,2039,0000,0,3,9050418,NA,NA,889,88.9,0,G,8
PA,423,000000000030809,1,4230000000000308091,3,1,00000,0,05,107,77400,SWATARA CREEK,SR 3013,VILLAGE OF RAVINE,9999,0000000,0,0,NA,NA,40352450,40.590139,076242695,-76.407486,019,3,01,01,08,1969,02,00,005634,5634,2017,5,1220,122,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,122,12.2,00232,23.2,000235,23.5,002,0.2,002,0.2,0122,12.2,0134,13.4,9999,99.99,N,0000,0,N,000,0,000,0,6,7,7,5,N,1,735,73.5,1,272,27.2,6,5,N,5,7,8,NA,NA,000031,3.1,0817,08,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,0,NA,0,N,2,NA,0,0,0000,1,1,0,0,12,12,0,NA,Y,5,008274,8274,2032,0000,0,4,2053118,NA,NA,868,86.8,0,F,6
CO,088,I-27-T,1,088I-27-T1,2,1,0385B,0,41,017,00000,N FK LADDER CREEK,US 385 ML,1.4 MI S OF US 40,9999,0238737,238.737,1,000000385B,00,38480594,38.80165,102195593,-102.332203,003,3,01,01,06,1960,02,00,000940,940,2011,4,0820,82,0,00,0,1,0,0,1,5,0,0000,0,00000,0,A,1,5,2,01,0,00,003,3,0000,0,073,7.3,00062,6.2,000165,16.5,000,0,000,0,0073,7.3,0085,8.5,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,1,445,44.5,1,263,26.3,6,4,N,5,8,8,NA,NA,000000,0,1117,11,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2015,NA,NA,NA,0,N,2,NA,1,0,0000,1,6,0,0,28,28,0,NA,Y,5,001306,1306,2031,0000,0,0,8051618,NA,NA,769,76.9,0,G,7
NE,317,C004546715,1,317C0045467151,4,1,00467,0,08,089,00000,BLACKBIRD CREEK,TOWNSHIP ROAD,2E 14.1N ONEILL,9999,0000000,0,0,0000000000,00,42401200,42.67,098355400,-98.598333,050,3,02,02,09,1935,01,00,000020,20,2003,0,0550,55,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,3,10,0,00,001,1,0000,0,047,4.7,00183,18.3,000186,18.6,002,0.2,002,0.2,0047,4.7,0005,0.5,9999,99.99,N,0000,0,N,000,0,000,0,5,5,4,6,N,1,010,1,1,054,5.4,2,7,N,0,6,4,31,1,001830,183,0617,06,17,24,24,Y24,N,N,0617,NA,NA,000000,0,000000,0,000000,0,2012,NA,NA,NA,0,N,3,NA,0,0,0000,1,1,0,0,00,0,0,1,Y,3,000025,25,2033,NA,NA,3,1052318,NA,NA,225,22.5,1,P,4
GA,134,000000011900350,2,1340000000119003502,1,1,00085,0,NA,119,00000,CR 387 CEDAR RIDGE ROAD,I-85,7.5 MI SW OF CARNESVILLE,0066,0025324,25.324,NA,NA,NA,34194341,34.328725,083212020,-83.355611,011,3,NA,NA,01,1962,02,04,037700,37700,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,02,NA,NA,NA,NA,NA,NA,123,12.3,00244,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,2,NA,1,NA,NA,NA,NA,NA,NA,01,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3050418,NA,NA,NA,NA,NA,NA,NA
NC,374,000000000630186,B,374000000000630186B,3,1,00147,0,NA,063,19000,BRIGGS AVENUE,NC147N,@ JCT.BRIGGS AVE&NC147,0567,0000000,0,NA,NA,NA,35583531,35.976475,078523295,-78.875819,199,3,NA,NA,12,1969,00,02,034000,34000,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,02,NA,NA,NA,NA,NA,NA,014,1.4,00219,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,1,NA,1,NA,NA,NA,NA,NA,NA,12,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7050418,NA,NA,NA,NA,NA,NA,NA
DC,113,3450022P0000000,1,1133450022P00000001,6,4,00015,0,00,001,00000,ROCK CREEK,JOYCE ROAD,AT INTERSECTION WITH BEAC,9999,0000008,0.008,0,NA,NA,38573720,38.960333,077023160,-77.042111,002,3,66,66,08,1940,02,00,002000,2000,2007,4,1160,116,0,12,0,1,N,N,N,5,0,0000,0,00000,0,A,5,5,5,05,0,00,001,1,0000,0,116,11.6,00165,16.5,000171,17.1,018,1.8,018,1.8,0116,11.6,0158,15.8,9999,99.99,N,0000,0,N,000,0,000,0,6,7,7,6,N,2,038,3.8,2,023,2.3,6,6,N,5,7,6,NA,NA,NA,NA,0617,06,17,24,24,N,N,N,NA,NA,NA,000100,100,000010,10,000150,150,2017,NA,NA,NA,0,N,2,NA,0,0,1989,1,1,0,0,20,20,0,NA,Y,5,002200,2200,2027,NA,NA,6,6052118,NA,NA,904,90.4,0,F,6
TX,486,132410AA0319001,1,486132410AA03190011,4,1,00254,0,13,481,00000,W BERNARD CREEK RELIEF,CO RD 254,0.7 MI W OF FM 1164,9999,0001995,1.995,NA,NA,NA,29295205,29.497792,096083371,-96.142697,005,3,02,02,09,1940,02,00,000090,90,2014,0,0550,55,0,00,0,0,0,0,0,3,0,0000,0,00000,0,A,1,5,1,19,0,00,008,8,0000,0,091,9.1,00006,0.6,000085,8.5,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,6,6,5,327,32.7,5,245,24.5,6,N,N,5,7,8,NA,NA,000000,0,0416,04,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,01,1,0,NA,Y,5,000200,200,2034,NA,NA,4,8050918,NA,*,898,89.8,0,F,6
MS,284,SA2500000000277,1,284SA25000000002771,5,1,02330,0,05,049,36000,PURPLE CR,WOODFIELD,SEC  6 T 6N R 2E,9999,0000965,0.965,0,NA,NA,32233870,32.394083,090075590,-90.132194,002,3,04,04,19,1986,02,00,001450,1450,2016,5,0850,85,0,00,0,1,N,N,N,5,0,0000,0,00000,0,A,1,5,4,02,0,00,002,2,0000,0,085,8.5,00014,1.4,000028,2.8,006,0.6,006,0.6,0085,8.5,0097,9.7,9999,99.99,N,0000,0,N,000,0,000,0,7,7,8,6,N,2,324,32.4,2,243,24.3,6,5,N,5,8,8,NA,NA,NA,NA,1117,11,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,0,08,8,0,NA,Y,U,002175,2175,2036,NA,NA,2,8061218,NA,NA,838,83.8,0,G,7
AL,014,015430,1,0140154301,2,1,00090,0,09,097,50000,MOBILE RIVER,US 90/COCHRANE BR,0.2 MI E US 43,9999,0052056,52.056,0,000AL00160,00,30440235,30.733986,088024112,-88.044756,105,3,01,01,14,1991,04,06,016250,16250,2015,5,2440,244,3,00,0,1,1,1,1,5,1,1220,122,18290,1829,A,1,8,6,14,2,05,003,3,0030,30,122,12.2,02377,237.7,022223,2222.3,000,0,000,0,0243,24.3,0028,2.8,9999,99.99,H,0453,4.53,H,024,2.4,000,0,6,6,6,7,N,5,435,43.5,5,327,32.7,6,9,5,5,9,7,35,1,222230,22223,0517,05,17,24,24,N,Y24,N,NA,1017,NA,140191,140191,014019,14019,154210,154210,2018,NA,0,_,0,N,2,NA,1,0,0000,2,1,0,0,25,25,1,2,Y,8,022425,22425,2035,0000,0,0,1050418,NA,NA,78,7.8,0,F,6
CA,069,23 0153E,A,06923 0153EA,1,1,00080,0,NA,095,19402,I-80 & RMPS (@ PM 38.21),"W80-S113, N113-W80",04-SOL-113-21.21-DXN,0551,0003821,3.821,NA,NA,NA,38282119,38.472553,121492432,-121.823422,001,3,NA,NA,01,1963,02,06,121000,121000,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,02,NA,NA,NA,NA,NA,NA,301,30.1,00349,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,NA,NA,1,NA,NA,NA,NA,NA,NA,07,7,1,NA,NA,NA,NA,NA,NA,NA,NA,0,6060118,NA,NA,NA,NA,NA,NA,NA
NC,374,000000001850107,1,3740000000018501071,3,1,01224,0,05,185,00000,SMITH CREEK,SR1224,0.1 MI W JCT SR1236,9999,0000000,0,0,NA,NA,36271334,36.453706,078155265,-78.264625,008,3,01,01,09,2011,02,00,000450,450,2012,1,0910,91,0,15,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,01,0,00,001,1,0000,0,089,8.9,00192,19.2,000192,19.2,000,0,000,0,0089,8.9,0101,10.1,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,1,826,82.6,1,049,4.9,7,5,N,5,7,8,NA,NA,NA,NA,1017,10,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,2,6,0,0,06,6,0,1,Y,8,000900,900,2025,0000,0,3,7050418,NA,NA,988,98.8,0,G,7
GA,134,000000027350130,1,1340000000273501301,4,1,00094,0,04,273,00000,SUGAR CREEK,W.B. JOHNSON ROAD,4.1 MI NE OF BRONWOOD,9999,0000441,0.441,1,2732009400,00,31504423,31.845619,084174462,-84.295728,009,3,02,02,09,1950,02,00,000020,20,2011,2,0610,61,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,003,3,0000,0,006,0.6,00049,4.9,000146,14.6,002,0.2,002,0.2,0061,6.1,0064,6.4,9999,99.99,N,0000,0,N,000,0,000,0,6,6,5,7,N,1,396,39.6,1,234,23.4,5,5,N,5,7,8,34,1,007890,789,0317,03,17,24,24,N00,Y60,N00,NA,0317,NA,000030,30,000021,21,000071,71,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,8,01,1,0,NA,Y,U,000030,30,2031,0000,0,1,3050418,NA,NA,762,76.2,0,F,5
CT,091,01515,1,091015151,3,1,00168,0,04,003,74540,MUDDY BROOK,ROUTE 168,0.4 MILE WEST OF ROUTE 75,9999,0012164,12.164,0,NA,NA,41591120,41.986444,072392851,-72.657919,008,3,01,01,07,1935,02,00,012100,12100,2015,4,0910,91,0,00,0,0,0,0,1,5,0,0000,0,00000,0,A,5,5,1,04,0,00,001,1,0000,0,091,9.1,00122,12.2,000131,13.1,016,1.6,000,0,0094,9.4,0107,10.7,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,6,N,1,635,63.5,1,381,38.1,7,3,N,5,7,8,NA,NA,NA,NA,0716,07,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,NA,1,6,0,0,03,3,0,NA,Y,5,017979,17979,2035,NA,NA,0,9052318,NA,NA,786,78.6,2,G,7
