BARDID,Year,USCGadded,NumberDeaths,NumberInjured,MeetsInjuryThreshold,MeetsDamageThreshold,NumberVesselsInvolved,NumberVesselsLost,TotalDamage,Date,Time,State,Location,NameOfBodyOfWater,NearestCityTown,County,Clear,Cloudy,Fog,Rain,Snow,Hazy,WaterConditions,StrongCurrent,HazardousWaters,CongestedWaters,Wind,AirTemperature,WaterTemperature,DayNight,Visibility,DayofWeek,AccidentCause1,AccidentCause2,AccidentCause3,OtherAccidentCause,MachineryFailure,EquipmentFailure,AccidentEvent1,AccidentEvent2,AccidentEvent3,OtherAccidentEvent,RedactedNarrative,StateCaseID,Latitude,Longitude,CoordinatesConfidence
TN-2017-0026,2017,NA,0,1,-1,-1,1,0,7500,5/31/2017 0:00:00,12/30/1899 12:45:00,TN,Poplar Springs Access Area,TELLICO LAKE,LENOIR CITY,LOUDON,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,80,74,-1,Good,Wednesday,Failure to vent,Ignition of fuel or vapor,NA,NA,NA,NA,Fire/explosion (fuel),Person ejected from vessel,NA,NA,"Based on witness statements and evidence at the scene, the operator was attempting to start his vessel after launching it at Poplar Springs boat ramp.  The vessel had started once and subsequently died.  Operator continued to attempt to start the engine at which point the vessel exploded.   The resulting blast propelled Operator approximately 20'' into the air, based on witness statements, and separated the deck from the hull of the vessel.  The vessel then burned to the water line before sinking.  Operator was helped from the water and transported to University of Tennessee ER by EMS for treatment.",17410960,NA,NA,NA
RI-2017-0031,2017,NA,0,1,-1,-1,2,0,58000,10/13/2017 0:00:00,12/30/1899 20:26:00,RI,POPPASQUASH POINT,NARRAGANSETT BAY,BRISTOL,Bristol,-1,0,0,0,0,0,Calm,N,N,N,Light,65,60,0,Good,Friday,Improper lookout,Operator inattention,Navigation rules violation,NA,NA,NA,Collision with recreational vessel,Fall in vessel,NA,NA,"A boating accident occurred in the vicinity of Poppasquash Pt, Bristol at approximately 8:00pm On 10-13-17 involving two vessels.  EPO was dispatched to RI Hospital to speak with an injured passenger who was on one of the vessels involved in the collision.  Victim who was 15 weeks pregnant was transported to the hospital to be treated for a separated shoulder.   Victim stated that the boat bearing registration RI-3201W.  

The following day (10-14-17), EPO made contact with Boat Operator (vessel 1) at his home.  Operator stated that he departed Bristol Marina at approximately 7:30pm headed towards Prudence Is.  He stated that he was not using his radar.  Shortly after obtaining his cruising speed he observed a flicker reflecting from something shinny right before the collision and put his boat in full reverse.  He observed that the other vessel did not have any navigational lights on prior to the crash.  EPO reported that Victim said that Vessel 2 road over Vessel 1's port bow thrusting her diagonally across the boat from where she was sitting.  Operator grabbeD to prevent her from being ejected from the boat.  Operator said both parties checked the status of each other and then departed to Bristol Marina to meet Bristol Fire/Rescue and Police.

On Oct 15, 2017 EPO went to the residence of Boat Operator of Vessel 2.  Each party was interviewed separately and their account of what happened was consistent.  Operator reported that the collision occurred while traveling around Poppasquash Pt.  He stated he did not observed any navigational lights illuminated from the other vessel before the impact.  He was also not using his radar that evening.  Operator2 said his navigational light were on prior to departing the Marina.  Occupant on v2 stated that she observed red and green running lights from the other vessel prior to the impact. 

Based on EPO investigation, both operators violated Rule 5- Improper Lookout and Rule 7, Risk of Collision § 83.07 of the Navigational Rules.  There was no conclusive evidence to show that navigational lights on both vessels were not illuminated and were not a factor in the collision.  Both operators stated that they did not see the other vessel.  Both operators should have been able to determine the position of the other vessel and take appropriate action to avoid a collision.  Neither boat was utilizing their radar.  Their inattentiveness and failure to avoid the collision appears to be a contributing factor in the accident.  
",17-469-OF,NA,NA,NA
SD-2017-0014,2017,NA,0,0,0,0,1,1,1500,9/2/2017 0:00:00,12/30/1899 16:00:00,SD,NORTH RAMP,PACTOLA LAKE,HILL CITY,PENNINGTON,-1,0,0,0,0,0,Calm,N,N,N,Light,85,NA,-1,Fair,Saturday,Machinery failure,NA,NA,NA,Engine,NA,Fire/explosion (non-fuel),NA,NA,NA,"WCO went through the South Dakota Boat Accident Report form with O1 to get an understanding of the events that happened. WCO asked O1 if he would tell the boating accident/fire in detail from start to finish. O1 informed WCO that they were just out cruising when the engine of the boat began to get steamy and he noticed it was starting to overheat. 
O1 then lifted the top deck off to see if they could locate the cause of the smoke coming from the engine area. O1 stated that you could not see the flames because everything was staying internal along the side of the boat. 
At that time O1 realized that the boat was no longer safe to occupy and had nearby boats help to get P1,P2,P3 safe to another boat. In the process a nearby boater tried to use a fire extinguisher to put the blaze out but was not successful. 
O1 stated that they could not get to the 10 on board PFD’s and fire extinguishers as they were located in a compartment close to the fire. PFD’s were not worn by any of the passengers on board the boat. O1 stated that nearby boats helped everyone aboard get to safety as they let the boat float in the water while on fire.",2017-0014,NA,NA,NA
OH-2017-0049,2017,NA,0,2,-1,-1,2,0,5600,7/2/2017 0:00:00,12/30/1899 17:00:00,OH,NA,Berlin Lake,Deerfield,Portage,-1,0,0,0,0,0,Choppy,N,NA,Y,Light,75,74,-1,Good,Sunday,Navigation rules violation,Excessive speed,Operator inattention,NA,NA,NA,Collision with recreational vessel,Capsizing,Person ejected from vessel,NA,"Two speeds boats and a Jet Ski were traveling down Berlin Reservoir.  Witness boat (speed boat not involved) was about 200 feet in front of vessel 2 (speed boat).  Witness boat passed vessel 1 (jet ski) and vessel 2 (speed boat) was overtaking vessel 1, vessel 1 (Jet Ski) turned to its left.  

Vessel 2 attempted to avoid the collision with vessel 1 by also turning to the left, but vessel 2 was unable to avoid collision due to not allowing enough cleared distance while passing vessel 1 and traveling at a high rate of speed at the time.  

Vessel 1 (Jet Ski) failed to maintain course and speed while being overtaken; also vessel 1 (Jet Ski) had completed enough of the turn that both vessel 1 and vessel 2 struck each other on their starboard sides.  

Vessel 1 (Jet ski) was overturned after the collision , the operator sustained minor contusions and the passenger sustained a sprained left ankle.  Vessel 2 operator and occupant had no injuries sustained.
",NA,NA,NA,NA
OK-2017-0037,2017,NA,0,1,-1,0,1,0,0,10/8/2017 0:00:00,12/30/1899 16:30:00,OK,.5 MILES SOUTH OF SHERWOOD POINT,EUFAULA LAKE,EUFAULA,MCINTOSH,-1,0,0,0,0,0,Calm,N,N,N,Light,84,78,-1,Good,Sunday,Sharp turn,Force of wake/wave,NA,NA,NA,NA,Person ejected from vessel,NA,NA,NA,"VESSEL 1 WAS TRAVELING SOUTHWEST APPROX. HALF OF A MILE SOUTH OF SHERWOOD POINT FOLLOWING A LARGE VESSEL AT A DISTANCE.  VESSEL 1 WAS RIDING ON THE CREST OF THE RIGHT WAKE FROM THE LARGE VESSEL. AS VESSEL 1 STEERED RIGHT TO COME OFF THE CREST DOWN INTO THE SWELL, THE PWC TURNED STARBOARD VERY SHARPLY EJECTING THE OPERATOR TO THE PORT SIDE.  

AS THE OPERATOR WAS EXITING, THE REAR PORT SIDE OF THE PWC STRUCK THE OPERATORS TAIL BONE BREAKING IT.  THE OPERATORS HUSBAND WAS FOLLOWING AT A DISTANCE ON HIS OWN PWC AND PULLED UP TO OFFER ASSISTANCE.  THE HUSBAND WAS ABLE TO GET HER TO THE SHORELINE AT SHERWOOD POINT AND WALK TO A RESIDENCE TO CALL FOR PAFFORD EMS.  THE OPERATOR OF VESSEL 1 WAS THEN TRANSPORTED TO MUSKOGEE ST. FRANCIS HOSPITAL.  SHE WAS LATER TRANSPORTED TO ST. JOHNS HOSPITAL IN TULSA.",NA,NA,NA,NA
SC-2017-0132,2017,NA,0,1,-1,-1,1,0,23000,9/2/2017 0:00:00,12/30/1899 18:40:00,SC,SOUTH COVE,LAKE KEOWEE,NA,OCONEE,0,-1,0,0,0,0,Choppy,NA,NA,NA,Moderate,85,75,-1,Good,Saturday,Excessive speed,Force of wake/wave,NA,NA,NA,NA,Capsizing,Person ejected from vessel,NA,NA,"VESSEL ONE WAS TRAVEING IN A STRAIGHT LINE AT APPROX. 100 MPH. THE WATER WAS CHOPPY AND THE BOAT HIT SOME WAVES, CHINE WALKED, AND BLEW OVER BACKWARDS. UPON HITTING THE WATER, THE BOAT SHATTERED IN TO SEVERAL PIECES. AID WAS RENDERED IMMEDIATLEY AND BOTH OCCUPANTS WERE PULLED FROM THE WATER WITH MINRO INJURIES. THE DRIVER WAS TRANSPORTED TO THE HOSPITAL AND LATER RELEASED. THE BOAT AND MOTOR SANK IN 80 FEET OF WATER.",17-09-0092,NA,NA,NA
NY-2017-0033,2017,NA,0,0,0,-1,2,0,2000,6/18/2017 0:00:00,12/30/1899 15:30:00,NY,Tom Bart Canal,GREAT SOUTH BAY,Copiague,SUFFOLK,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,NA,NA,-1,Good,Sunday,Operator inattention,NA,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,Operator of vessel 1 was attempting to run his vessel in canal when he struck vessel 2 which was tied to dock.  Anchor on bow of vessel 1 struck the radar unit of vessel 2.,2017034,NA,NA,NA
TN-2017-0055,2017,NA,0,0,0,-1,1,0,12000,7/7/2017 0:00:00,12/30/1899 15:10:00,TN,Wide Spot Access Area Cove,WATTS BAR LAKE,DECATUR,MEIGS,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,86,NA,-1,Good,Friday,Failure to vent,Ignition of fuel or vapor,NA,NA,NA,NA,Fire/explosion (fuel),NA,NA,NA,"On 7 July 2017, after fueling their vessel, operator and wife launched their boat from the Wide-spot Access Area in Meigs County, and once they got 1000 yards from the ramp when their engine died, Operator1 said he turned on the vent system but immediately started the engine, and it is here, where he heard the engine compartment ignite and blew the engine cover off the hinges. Both individuals jumped from the vessel to get away from the fire and another boat came by and picked them up and it is here where they called 911. This all occurred in Meigs County on Watts Bar Lake around 3:10 PM.",17-3-04847,NA,NA,NA
AZ-2017-0009,2017,NA,0,0,0,-1,1,0,5000,4/8/2017 0:00:00,12/30/1899 18:30:00,AZ,Arizona Telephone Cove,LAKE MOHAVE-KATHERINE LANDING,"Bullhead City, AZ",Mohave,-1,0,0,0,0,0,Choppy,NA,NA,NA,Strong,80,70,-1,Fair,Saturday,Improper lookout,Operator inexperience,NA,NA,NA,NA,Grounding,NA,NA,NA,"Summary:
I responded to a report of a vessel that struck rocks, I took a boat accident report.

Assignment:
On 4/8/2017 at 1850 I was on patrol within the legislative boundaries of Lake Mead National Recreation Area, within the District of Arizona, at Katherine Landing.  I was advised by Lake Mead Interagency Communications Center of a boat that had struck a rock with seven people on board off of Arizona Telephone Cove

Observations:
Upon arrival to the area, I found the vessel floating about 50 to 100 meters off shore.  They signaled me with their lights.  Ranger and I responded via boat to the area.  LMICC told me that the vessel was able to make it to shore and that the people on board were going to load the boat.  I returned via land.

I found the vessel beached on the sand beach at North Arizona Telephone Cove.   I spoke with the owner of the boat.  He told me that they were wake boarding and struck a rock.

The damage was to the keel of the boat, near the front and about 8 inches long.  There was damage to the left rear bottom of the hull as well.  The drive shaft was bent to the right of the rudder.  The propeller''s four blades were all damaged as well.  The damages were consistent with a collision with rocks.

Interviews:
I spoke with operator about the incident.  He told me that they were towing a wakeboarder at the south end of telephone cove.  He said that he suddenly saw some rocks underwater and attempted to avoid them by placing the boat into reverse.  He told me that they ended up striking the rocks with the bottom of the boat.  He told me that nobody was hurt.  He told me that he was operating and that he had not consumed any alcohol or drugs.
   
Evidence:
Photographs were taken.

Actions Taken:
Information was gathered for a report.

Disposition:
Case Closed with a boat accident report

Charges Pending:
None

***END OF REPORT***",NP17037132,NA,NA,NA
FL-2017-0036,2017,NA,0,0,0,-1,2,0,5500,2/12/2017 0:00:00,12/30/1899 15:00:00,FL,MARINA MARINELAND X2[OLD A1A],MARINELAND MARINA,MARINELAND,FLAGLER,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,70,67,-1,Good,Sunday,Operator inexperience,NA,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"On February 12th, 2017 I, Florida Fish and Wildlife Conservation Commission (FWC) Officer, was dispatched to a boating accident at Marineland Marina.  Upon arriving on scene Inv. and I talked to the individuals involved in the accident.  Operator1 stated that as he was coming into dock the wind and current must have taken him closer to V2 than he thought and that’s when his solar panel scraped and gouged V2.  They were able to push off and he then docked in front of V2 safely.  

Subject said that she could see the boat coming close through the salon window and heard the impact.  The two owners had already swapped information by the time I had got there.  The dockmaster said he witnessed the collision and it appeared to be a simple accident.  I did not issue any citations or warnings.",FWNE17OFF001676,NA,NA,NA
